source_name,source_link,event_id,event_date,event_time,location_description,location_accuracy,landslide_category,landslide_trigger,landslide_size,landslide_setting,fatality_count,injury_count,storm_name,event_import_id,country_name,country_code,admin_division_name,admin_division_population,gazeteer_closest_point,gazeteer_distance,submitted_date,created_date,last_edited_date,longitude,latitude
Breitbart,http://www.breitbart.com/california/2017/04/21/highway-101-closed-in-second-northern-california-landslide/,10220,4/20/2017 17:55,0:00,"73253-73473 US-101, Leggett, California, 95585",1km,landslide,downpour,medium,above_road,0,0,,,,,,,,,7/26/2017 17:55,11/20/2017 15:17,2/15/2018 15:51,-123.7557456,39.90714161
Daily Democrat News,http://www.dailydemocrat.com/general-news/20170115/caltrans-workers-repairing-hwy-128-outside-winters,10219,1/11/2017 14:45,unknown,"CA-128, Winters, California, 95694",5km,rock_fall,rain,medium,above_road,0,0,,,,,,,,,11/7/2017 14:45,11/20/2017 15:17,2/15/2018 15:51,-122.056666,38.51835931
KION Channel 5/46,http://www.kion546.com/news/part-of-elkhorn-road-closed-after-landslide/253952115,10138,1/6/2017 16:07,unknown,"1718-1798 Elkhorn Rd, Watsonville, California, 95076",exact,landslide,rain,medium,below_road,0,0,,,,,,,,,11/8/2017 16:07,11/20/2017 15:17,2/15/2018 15:51,-121.7232875,36.81539141
Channel 5 WDTV,http://www.wdtv.com/content/news/Part-of-White-Hall-Boulevard-shut-down-after-rock-slide-409551675.html,10284,1/3/2017 17:05,unknown,"Fairmont Ave, Fairmont, West Virginia, 26554",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/20/2017 16:05,11/20/2017 15:17,2/15/2018 15:51,-80.18251435,39.44747129
The National,http://www.thenational.com.pg/landslide-slams-safe-house/,10087,5/17/2017 14:05,unknown,Papua New Guinea,5km,landslide,unknown,small,natural_slope,0,,,,,,,,,,7/12/2017 14:05,11/20/2017 15:17,2/15/2018 15:51,143.6461059,-6.150862403
USDA Forest Service,https://www.fs.usda.gov/detail/stnf/news-events/?cid=FSEPRD534681,10228,3/7/2017 16:30,unknown,"Canyon Creek Road, towards Ripstein Campground, Shasta-Trinity National Forest, Junction City, CA 96048",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/6/2017 15:30,11/20/2017 15:17,2/15/2018 15:51,-123.034161,40.866917
Dublin Patch,https://patch.com/california/dublin/cleanup-mudslides-flooding-continues-east-bay,10178,2/22/2017 21:44,unknown,"Mile Marker 0.23, Koopman Road, Sunol, CA, 94586",1km,mudslide,continuous_rain,small,above_road,0,0,,,,,,,,,10/3/2017 20:44,11/20/2017 15:17,2/15/2018 15:51,-121.871191,37.602094
WTOV9,http://wtov9.com/news/local/landslide-inconveniencing-drivers-on-route-647,10277,5/1/2017 13:22,,"70200-70398 Colerain Pike, Martins Ferry, Ohio, 43935",1km,landslide,continuous_rain,small,above_road,0,0,,,,,,,,,7/14/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-80.74692388,40.10587669
CBS Sacramento,http://sacramento.cbslocal.com/2017/02/10/mudslide-blocking-both-directions-of-i-80-between-colfax-and-truckee/,10244,2/10/2017 20:43,9:00,"I-80 W, Soda Springs, California, 95728",5km,mudslide,rain,medium,above_road,0,0,,,,,,,,,10/20/2017 19:43,11/20/2017 15:17,2/15/2018 15:51,-120.4235534,39.32151816
The Montgomery Herald,http://www.montgomery-herald.com/news/road-crews-stay-busy-tuesday-morning-clearing-mudslides-along/article_12f4c27c-e316-11e6-9e8a-97f945767a89.html,10301,1/24/2017 20:14,13:00,"US 60, Montgomery, West Virginia, 25039",1km,landslide,continuous_rain,small,above_road,0,0,,,,,,,,,10/30/2017 19:14,11/20/2017 15:17,2/15/2018 15:51,-81.31717065,38.18461017
NBC Bay Area,http://www.nbcbayarea.com/news/local/Orinda-Transmission-Tower-Threatened-by-Mudslide-Secured-414797393.html,10184,1/29/2017 19:34,unknown,"7B, Orinda, California, 94563",1km,mudslide,rain,small,,0,0,,,,,,,,,10/13/2017 18:34,11/20/2017 15:17,2/15/2018 15:51,-122.1956834,37.86898188
KION Channel 5/46,http://www.kion546.com/news/highway-1-closure-to-continue-wednesday-night/247745994,10130,1/3/2017 19:12,unknown,"65000-67815 CA-1, Big Sur, California, 93920",10km,landslide,rain,medium,above_road,0,0,,,,,,,,,11/8/2017 19:12,11/20/2017 15:17,2/15/2018 15:51,-121.4896698,35.98028292
The Tribune,http://www.sanluisobispo.com/news/local/article134044679.html,10134,2/21/2017 14:46,10:00,"9926-9948 CA-41, Atascadero, California, 93422",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,10/18/2017 13:46,11/20/2017 15:17,2/15/2018 15:51,-120.6760245,35.4625036
The Washington Times,http://www.washingtontimes.com/news/2016/sep/14/heavy-rains-lead-to-landslides-overflowing-streams/,10061,9/13/2016 14:54,22:00,"Lao Valley, Maui, Hawaii",5km,landslide,downpour,medium,,0,0,,,,,,,,,7/10/2017 14:54,11/20/2017 15:17,2/15/2018 15:51,-156.554609,20.880079
Channel 5 WDTV,http://www.wdtv.com/content/news/Section-of-Marion-County-road-blocked-by-rock-slide-417473703.html,10282,3/29/2017 16:36,unknown,"1292-1348 Middletown Rd, Fairmont, West Virginia, 26554",exact,rock_fall,unknown,small,above_road,0,0,,,,,,,,,9/15/2017 16:36,11/20/2017 15:17,2/15/2018 15:51,-80.19470392,39.39646991
CBS SF Bay Area,http://sanfrancisco.cbslocal.com/2017/02/10/huge-washout-leaves-gaping-hole-in-highway-35/,10162,2/10/2017 20:02,15:00,"16962-16982 Skyline Blvd, Los Gatos, California, 95033",1km,mudslide,rain,medium,below_road,0,0,,,,,,,,,10/5/2017 20:02,11/20/2017 15:17,2/15/2018 15:51,-122.0672826,37.21201324
WSAZ NewsChannel 3,http://www.wsaz.com/content/news/Rock-slide-affecting-Main-Street-in-Pomeroy-416412453.html,10296,3/17/2017 15:55,3:00,"Main Street, near the Bridge of Honor, Pomeroy, OH",1km,rock_fall,no_apparent_trigger,small,above_road,0,0,,,,,,,,,10/3/2017 15:55,11/20/2017 15:17,2/15/2018 15:51,-82.043528,39.016715
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170109/NEWS/170109771,10140,1/9/2017 15:19,unknown,"4440 Hecker Pass Hwy, Gilroy, California, 95020",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,11/7/2017 15:19,11/20/2017 15:17,2/15/2018 15:51,-121.6503544,37.01337021
WPXI Channel 11 News,http://www.wpxi.com/news/rock-slide-closes-allegheny-river-boulevard/487465631,10270,2/14/2017 22:56,15:00,"University Blvd, Coraopolis, Pennsylvania, 15108",1km,landslide,rain,small,above_road,0,0,,,,,,,,,10/19/2017 21:56,11/20/2017 15:17,2/15/2018 15:51,-80.20389276,40.5330488
The Tam News Online,http://thetamnews.org/news/marin-county-mudslides/,10202,3/27/2017 18:09,unknown,"Paradise Dr, Belvedere Tiburon, California, 94920",1km,mudslide,continuous_rain,small,above_road,0,0,,,,,,,,,9/14/2017 18:09,11/20/2017 15:17,2/15/2018 15:51,-122.4559918,37.89210355
Marinij,http://www.marinij.com/general-news/20170224/alexander-avenue-in-sausalito-set-for-emergency-repairs,10203,2/20/2017 17:35,unknown,"1-7 Alexander Ave, Sausalito, CA 94965",1km,landslide,snowfall_snowmelt,small,above_road,0,0,,,,,,,,,10/10/2017 16:35,11/20/2017 15:17,2/15/2018 15:51,-122.47819,37.845109
Record Searchlight,http://www.redding.com/story/news/local/2017/01/11/two-mudslides-reported-millville-area/96432186/,10237,1/10/2017 20:35,21:00,"Oak Run - Oak Run To Fern Rd, Oak Run, California, 96069",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,11/7/2017 20:35,11/20/2017 15:17,2/15/2018 15:51,-122.042456,40.6850016
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170109/NEWS/170109771,10155,1/9/2017 15:19,unknown,"4496-4496 CA-9, Felton, California, 95018",exact,landslide,rain,medium,above_road,0,0,,,,,,,,,11/7/2017 15:19,11/20/2017 15:17,2/15/2018 15:51,-122.0650416,37.03155782
CBS SF Bay Area,http://sanfrancisco.cbslocal.com/2017/02/09/mother-toddler-escape-massive-fairfax-mudslide/,10195,2/8/2017 16:16,unknown,"Manor Hill area, Fairfax, California, 94930",1km,mudslide,rain,medium,urban,,,,,,,,,,,10/23/2017 15:16,11/20/2017 15:17,2/15/2018 15:51,-122.5988299,37.99222287
TRIB Live,http://triblive.com/local/westmoreland/11983471-74/rock-slide-huntingdon,10265,2/23/2017 18:40,11:00,"13701-13799 US-30, Irwin, Pennsylvania, 15642",5km,rock_fall,unknown,small,above_road,0,0,,,,,,,,,10/18/2017 17:40,11/20/2017 15:17,2/15/2018 15:51,-79.7649782,40.34649585
Napa Valley Patch,https://patch.com/california/napavalley/photos-mud-rock-slides-shut-down-highway-128-near-lake-berryessa,10218,2/17/2017 21:26,unknown,"Highway 128, Capell Valley Rd, Napa, California, 94558",1km,mudslide,rain,medium,above_road,0,0,,,,,,,,,10/18/2017 20:26,11/20/2017 15:17,2/15/2018 15:51,-122.1044658,38.51175925
Redwood City Patch,https://patch.com/california/redwoodcity-woodside/mudslide-forces-closure-portion-old-la-honda-road,10172,2/23/2017 14:46,unknown,"900-1326 Old la Honda Rd, Redwood City, California, 94062",1km,mudslide,snowfall_snowmelt,small,above_road,0,0,,,,,,,,,10/18/2017 13:46,11/20/2017 15:17,2/15/2018 15:51,-122.2534309,37.35973464
WV Metro News,http://wvmetronews.com/2017/05/12/heavy-rains-cause-mudslides-along-southern-west-virginia-highways/,10299,5/12/2017 13:28,12:00,"1401-2133 US-60, Montgomery, West Virginia, 25136",1km,mudslide,downpour,small,above_road,0,0,,,,,,,,,7/13/2017 13:28,11/20/2017 15:17,2/15/2018 15:51,-81.29662255,38.15973736
Channel 16 WNEP The News Station,http://wnep.com/2017/09/12/one-lane-closed-after-rock-slide-on-route-209-in-carbon-county/,10258,9/8/2017 19:36,22:00,"352-364 Mauch Chunk St (Route 209), Lehighton, Pennsylvania, 18235",1km,rock_fall,no_apparent_trigger,small,above_road,0,0,,,,,,,,,9/29/2017 19:36,11/20/2017 15:17,2/15/2018 15:51,-75.7288122,40.85999701
SF Gate,http://www.sfgate.com/bayarea/article/Mudslide-demolishes-San-Rafael-home-like-a-10915681.php,10198,2/7/2017 19:05,8:00,"228 Mountain View Ave, San Rafael, California, 94901",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,10/20/2017 18:05,11/20/2017 15:17,2/15/2018 15:51,-122.5130417,37.98513859
KRON Channel 4,http://kron4.com/2017/02/07/rock-slide-closes-highway-84-in-woodside/,10168,2/7/2017 21:44,unknown,"1501-1599 La Honda Rd, Redwood City, California, 94062",1km,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/23/2017 20:44,11/20/2017 15:17,2/15/2018 15:51,-122.2620793,37.38644301
The Tribune,http://www.sanluisobispo.com/news/weather/article125167099.html,10132,1/6/2017 18:08,unknown,"CA-41, Morro Bay, California, 93442",1km,mudslide,rain,medium,above_road,0,0,,,,,,,,,10/20/2017 17:08,11/20/2017 15:17,2/15/2018 15:51,-120.7765753,35.42801327
The Mercury News,http://www.mercurynews.com/2017/03/16/love-big-sur-history-consider-adopting-deetjens-inn-devastated-by-storm/,10122,3/8/2017 16:55,unknown,"48841 CA-1, Big Sur, California, 93920",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,10/3/2017 15:55,11/20/2017 15:17,2/15/2018 15:51,-121.7508007,36.21772147
The Fairmont News,https://www.theet.com/fairmontnews/news/road-work-ahead-rt-remains-unstable-as-road-reopens-doh/article_fe1683fd-0b77-567a-928b-a55fc3772780.html,10281,1/26/2017 20:07,unknown,"Fairmont Ave, Fairmont, West Virginia, 26554",1km,landslide,rain,small,above_road,0,0,,,,,,,,,10/25/2017 19:07,11/20/2017 15:17,2/15/2018 15:51,-80.17792076,39.44991493
India.com,http://www.india.com/news/agencies/former-uttarakhand-cms-vehicle-briefly-trapped-in-landslide-debris-2301442/,10067,7/7/2017 13:16,,"Srinagar Sub-District, Uttarakhand State, India",5km,landslide,rain,small,above_road,0,0,,,,,,,,,7/7/2017 13:16,11/20/2017 15:17,2/15/2018 15:51,78.89773782,30.24147729
Davao del Norte,http://www.davaodelnorte.gov.ph/index.php/news/274-massive-rain-landslide-hit-davnor,10104,1/24/2017 22:33,unknown,"Dagohoy, Talaingod, Davao del Norte, Davao Region",10km,landslide,rain,medium,natural_slope,0,0,,,,,,,,,10/27/2017 21:33,11/20/2017 15:17,2/15/2018 15:51,125.5214687,7.736255099
County of San Mateo Parks Deparment,http://parks.smcgov.org/press-release/alambique-trail-reopened,10171,2/15/2017 16:47,unknown,"Alambique Trail, between Crossroads and Bear Gulch Trail, Wunderlich County Park, San Mateo, CA",1km,mudslide,rain,medium,below_road,0,0,,,,,,,,,9/28/2017 15:47,11/20/2017 15:17,2/15/2018 15:51,-122.2765248,37.39806804
Napa Valley Register,http://napavalleyregister.com/news/local/monticello-road-highway-closed-due-to-mud-slide/article_bf619e81-69de-54df-a631-4bfc12b17b1b.html,10215,12/16/2016 14:35,22:00,"Half a mile to the north of 3200 Monticello Road, Napa, CA, USA",exact,rock_fall,rain,small,above_road,0,0,,,,,,,,,7/31/2017 13:35,11/20/2017 15:17,2/15/2018 15:51,-122.200994,38.359775
KRON Channel 4,http://kron4.com/2017/01/09/landslide-closes-nb-hwy-1-in-pacifica/,10187,1/9/2017 19:12,2:00,"701-1417 Cabrillo Hwy, Pacifica, California, 94044",1km,landslide,rain,small,above_road,0,0,,,,,,,,,11/8/2017 19:12,11/20/2017 15:17,2/15/2018 15:51,-122.4852077,37.61662149
Channel 8 KPAX,http://www.kpax.com/story/34562780/rockslide-blocking-highway-12-west-of-lolo,10082,2/21/2017 17:34,unknown,"US-12, Lolo, Montana, 59847",exact,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/18/2017 16:34,11/20/2017 15:17,2/15/2018 15:51,-114.353279,46.77115383
CBS SF Bay Area,http://sanfrancisco.cbslocal.com/2017/01/27/east-bay-mud-ebmud-reservoirs-full-winter-storms/,10183,1/9/2017 21:54,unknown,"San Pablo Creek, 94563, Orinda, California",1km,landslide,continuous_rain,small,above_coast,0,0,,,,,,,,,10/26/2017 20:54,11/20/2017 15:17,2/15/2018 15:51,-122.2198603,37.90798304
KRON Channel 4,http://kron4.com/2017/03/08/mudslide-closes-sir-francis-drake-blvd-in-marin-county-2/,10194,3/8/2017 21:47,unknown,"3055-3089 Sir Francis Drake Blvd, Fairfax, CA 94930",exact,mudslide,rain,small,above_road,0,0,,,,,,,,,10/5/2017 20:47,11/20/2017 15:17,2/15/2018 15:51,-122.6173031,38.00807124
The Tribune,http://www.sanluisobispo.com/news/local/community/cambrian/article145765059.html,10126,4/20/2017 17:55,11:00,"64000-64267 CA-1, Big Sur, California, 93920",1km,landslide,rain,small,above_road,0,0,,,,,,,,,7/26/2017 17:55,11/20/2017 15:17,2/15/2018 15:51,-121.5122071,36.00801476
Davao Del Norte,http://www.davaodelnorte.gov.ph/index.php/news/274-massive-rain-landslide-hit-davnor,10105,1/24/2017 22:33,unknown,"Carcor, New Corella, Davao del Norte, Davao Region, Philippines",5km,landslide,rain,medium,natural_slope,0,0,,,,,,,,,10/27/2017 21:33,11/20/2017 15:17,2/15/2018 15:51,125.8670267,7.604043152
Charleston Gazette-Mail,http://www.wvgazettemail.com/news/20170617/pedestrian-hit-after-rock-slide-on-campbells-creek-drive,10291,6/17/2017 14:21,8:00,"164 Campbells Creek Drive, Charleston, West Virginia, 25306",exact,landslide,unknown,small,above_road,0,0,,,,,,,,,7/11/2017 14:21,11/20/2017 15:17,2/15/2018 15:51,-81.55135565,38.30948329
Drumheller Online,https://drumhelleronline.com/news/road-reports/16519-mudslide-closes-highway-837,10063,7/2/2016 12:55,,"Highway 837, Alberta, Canada",1km,mudslide,rain,medium,above_road,0,0,,,,,,,,,7/10/2017 12:55,11/20/2017 15:17,2/15/2018 15:51,-112.911742,51.575712
CBS Pittsburgh,http://pittsburgh.cbslocal.com/2017/02/11/rock-slide-blocks-part-of-road-in-glenshaw/,10259,2/11/2017 18:08,unknown,"900 Saxonburg Blvd, Cheswick, Pennsylvania, 15024",exact,rock_fall,rain,small,above_road,0,0,,,,,,,,,10/20/2017 17:08,11/20/2017 15:17,2/15/2018 15:51,-79.86552468,40.62364418
The Himalayan Times,https://thehimalayantimes.com/nepal/dry-landslide-obstructs-mid-hill-highway-sindhuli/,10064,9/11/2016 12:55,,"Mid-Hill Highway, Dhandedanda, Sindhuli, Nepal",50km,landslide,rain,medium,above_road,0,0,,,,,,,,,7/10/2017 12:55,11/20/2017 15:17,2/15/2018 15:51,85.975127,27.357968
The Times of India,http://timesofindia.indiatimes.com/city/thane/mumbra-bypass-rocked-with-second-landslide/articleshow/59478662.cms,10076,6/26/2017 13:16,,"AH47, Dighe, Thane, Maharashtra, 400708",1km,landslide,rain,small,below_road,0,0,,,,,,,,,7/7/2017 13:16,11/20/2017 15:17,2/15/2018 15:51,73.02142667,19.17066427
Santa Cruz Sentinel,http://www.santacruzsentinel.com/general-news/20170104/santa-cruz-county-endures-mudslides-wrecks,10161,1/4/2017 14:48,unknown,"Big Basin Way, Boulder Creek, California, 95006",5km,mudslide,rain,small,above_road,0,0,,,,,,,,,11/8/2017 14:48,11/20/2017 15:17,2/15/2018 15:51,-122.2144316,37.18069623
Herald-Star,http://www.heraldstaronline.com/news/local-news/2017/05/rock-slide-along-state-route-2-closed-road-for-much-of-thursday/,10275,5/11/2017 14:05,17:00,"26070, Wellsburg, West Virginia",1km,landslide,unknown,small,above_road,0,0,,,,,,,,,7/12/2017 14:05,11/20/2017 15:17,2/15/2018 15:51,-80.63543332,40.25089308
WSAZ NewsChannel 3 HD,http://www.wsaz.com/content/news/SEVERE-WEATHER-Mudslides-causing-issues-in-Kanawha-Mason-415074023.html,10295,3/1/2017 16:06,unknown,"Route 62 (Ripley Rd), Western, West Virginia",1km,rock_fall,downpour,small,above_road,0,0,,,,,,,,,10/12/2017 15:06,11/20/2017 15:17,2/15/2018 15:51,-81.763472,38.83011
KRCR 7,http://www.ktvu.com/news/108042127-storyhttp://www.krcrtv.com/news/local/shasta/highway-299e-closed-in-ingot-due-to-landslide/215112677,10231,12/15/2016 14:22,,"Mile 47.8, HWY 299E, Bella Vista, CA, USA",1km,landslide,rain,medium,above_road,0,0,,,,,,,,,7/26/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-122.077642,40.727305
WSAZ,http://www.wsaz.com/content/news/Mudslide-causes-traffic-issues-in-Kanawha-County-422107093.html,10290,5/12/2017 13:28,9:00,"25107, Hernshaw, West Virginia",exact,mudslide,downpour,small,above_road,0,0,,,,,,,,,7/13/2017 13:28,11/20/2017 15:17,2/15/2018 15:51,-81.58989258,38.23121252
The Mon Valley Independent,http://monvalleyindependent.com/2017/05/mon-city-street-reopens-rock-slide/,10264,5/9/2017 13:28,23:00,"214-292 Park Ave, Monongahela, Pennsylvania, 15063",exact,landslide,rain,small,above_road,0,0,,,,,,,,,7/13/2017 13:28,11/20/2017 15:17,2/15/2018 15:51,-79.9235025,40.19920903
Castanet,http://www.castanet.net/news/West-Kelowna/186722/Landslide-even-bigger-now,10488,1/22/2017 15:59,3:00,"Renfrew Rd, Peachland, British Columbia, V0H",1km,landslide,rain,small,below_road,0,0,,,,,,,,,11/6/2017 15:59,11/27/2017 19:42,2/15/2018 15:51,-119.7584246,49.75151088
Hindustan Times,http://www.hindustantimes.com/mumbai-news/landslide-in-bhiwandi-damages-5-homes-no-casualties-reported/story-VeVrYiojaO8IkYQ9MOHrCO.html,10074,7/11/2017 14:24,,Y:19.292213 X:73.064979,exact,landslide,construction,medium,engineered_slope,0,0,,,,,,,,,7/11/2017 14:24,11/20/2017 15:17,2/15/2018 15:51,73.064979,19.292213
WPXI,http://www.wpxi.com/news/top-stories/landslide-forces-closure-of-pittsburgh-road-threatens-power-lines/514396967,10267,4/20/2017 14:05,9:00,"1-199 Imogene Rd, Pittsburgh, Pennsylvania, 15217",exact,landslide,rain,small,above_road,0,0,,,,,,,,,7/12/2017 14:05,11/20/2017 15:17,2/15/2018 15:51,-79.9238858,40.41337991
The Press Democrat,http://www.pressdemocrat.com/article/20110217/NEWS/110219553/1350/FRONTPAGE?Title=Storm-blasts-North-Coast,3133,2/17/2011 9:00,9:00,"Sonoma county, CA",unknown,landslide,downpour,small,unknown,0,,,3133,United States,US,California,4534,Guerneville,4.80321,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.9542,38.4738
About Cagayan de Oro,http://aboutcagayandeoro.com/auring-landslides-misamis-oriental/,10112,1/8/2017 18:34,unknown,"Mahayahay and Magsaysay, Misamis Oriental, Northern Mindanao, Philippines",5km,landslide,downpour,medium,natural_slope,0,0,Tropical Depression Auring,,,,,,,,11/7/2017 18:34,11/20/2017 15:17,2/15/2018 15:51,124.4153091,8.361576284
USDA Forest Service,https://www.fs.usda.gov/detail/stnf/news-events/?cid=FSEPRD534681,10233,3/7/2017 16:30,unknown,"Gregory Creek Road, near Gregory Beach camping area, Shasta-Trinity National Forest, CA",1km,mudslide,rain,small,above_road,0,0,,,,,,,,,10/6/2017 15:30,11/20/2017 15:17,2/15/2018 15:51,-122.367,40.881754
FOX Channel 2 KTVU,http://www.ktvu.com/news/mudslides-continue-to-plague-highway-17-traffic,10148,2/6/2017 15:32,unknown,"CA-17, Scotts Valley, California, 95066",1km,mudslide,rain,medium,above_road,0,0,,,,,,,,,10/20/2017 14:32,11/20/2017 15:17,2/15/2018 15:51,-121.9805946,37.07794252
Santa Cruz Sentinel,http://www.santacruzsentinel.com/environment-and-nature/20170218/heavy-rain-and-wind-to-return-to-bay-area-on-sunday,10174,2/16/2017 21:26,unknown,"23145-23295 Congress Springs Rd, Saratoga, California, 95070",1km,rock_fall,continuous_rain,small,above_road,0,0,,,,,,,,,10/18/2017 20:26,11/20/2017 15:17,2/15/2018 15:51,-122.0723305,37.24809786
Relief Web,http://reliefweb.int/report/indonesia/five-victims-manado-flood-and-landslide-found,10099,12/17/2016 14:02,unknown,"Pakowa, Manado, Indonesia",exact,landslide,rain,small,above_road,1,0,,,,,,,,,8/3/2017 13:02,11/20/2017 15:17,2/15/2018 15:51,124.843053,1.458622
Santa Cruz Sentinel,http://www.santacruzsentinel.com/article/NE/20170109/NEWS/170109771,10151,1/9/2017 15:19,3:00,"8029-8068 CA-17, Scotts Valley, California, 95066",exact,landslide,rain,medium,above_road,0,1,,,,,,,,,11/7/2017 15:19,11/20/2017 15:17,2/15/2018 15:51,-121.9782751,37.08035822
The Mendocino Voice,https://www.mendovoice.com/2017/01/traffic-jan-3/,10223,1/3/2017 19:12,6:00,"11598-11886 CA-20, Willits, California, 95490",1km,mudslide,rain,small,above_road,0,0,,,,,,,,,11/8/2017 19:12,11/20/2017 15:17,2/15/2018 15:51,-123.5095595,39.35900577
CBS SFBayArea,http://sanfrancisco.cbslocal.com/2017/01/18/mudslide-blocks-main-road-throught-santa-cruz-mountains/,10146,1/18/2017 21:23,unknown,"E Zayante Rd, Los Gatos, California, 95033",exact,mudslide,continuous_rain,medium,below_road,0,0,,,,,,,,,11/6/2017 21:23,11/20/2017 15:17,2/15/2018 15:51,-122.0185569,37.14832241
ABC Channel 7,http://abc7news.com/traffic/drivers-on-high-alert-after-rockslide-on-i-580-in-livermore/1777681/,10175,2/28/2017 18:52,5:00,"I-580 E, Tracy, California, 95377",1km,rock_fall,no_apparent_trigger,small,above_road,0,0,,,,,,,,,10/12/2017 17:52,11/20/2017 15:17,2/15/2018 15:51,-121.5810131,37.7409578
Times Standard,http://www.times-standard.com/article/NJ/20170319/NEWS/170319824,10227,3/19/2017 20:12,10:00,"SR 299, between Willow Creek and Blue Lake, CA",10km,rock_fall,unknown,small,above_road,0,0,,,,,,,,,10/2/2017 20:12,11/20/2017 15:17,2/15/2018 15:51,-123.693787,40.923534
KSBW 8,http://www.ksbw.com/article/rock-slides-close-highway-one-south-of-big-sur/8483226,10128,12/8/2016 14:22,23:00,Highway 1 between Ventana and Ragged Point,5km,rock_fall,rain,small,above_road,0,0,,,,,,,,,7/26/2017 13:22,11/20/2017 15:17,2/15/2018 15:51,-121.413869,35.856966
Nyoooz,https://www.nyoooz.com/news/dehradun/776445/landslides-in-garhwal-leave-travellers-stranded-for-hours/,10070,4/6/2017 13:19,,"Bharoghati, Uttarkashi, Uttarakhand, India",1km,landslide,downpour,small,above_road,0,0,,,,,,,,,8/4/2017 13:19,11/20/2017 15:17,2/15/2018 15:51,78.88449525,31.01260519
Stuff,http://www.stuff.co.nz/national/84142211/West-Coast-main-highway-closed-after-slip,10065,9/11/2016 12:55,14:00,"State Highway 6, North of Punakaiki, New Zealand",5km,landslide,,large,above_road,0,0,,,,,,,,,7/10/2017 12:55,11/20/2017 15:17,2/15/2018 15:51,171.361312,-42.068955
The Tribune,http://www.tribuneindia.com/news/uttarakhand/4-killed-in-mishaps/435142.html,10071,7/11/2017 14:05,,"Mussoorie Road, Dehradun Sub-District, Dehradun, Uttarakhand, 248009",5km,landslide,continuous_rain,medium,above_road,3,1,,,,,,,,,7/12/2017 14:05,11/20/2017 15:17,2/15/2018 15:51,78.08379453,30.41288197
Philippine Times,http://www.philippinetimes.com/news/250668829/two-puroks-in-barangay-buhangin-threatened-by-landslide,10103,1/5/2017 19:12,14:00,"Purok Damayan and Purok Cub-cob, Buhangin, Davao City, Davao del Sur, Philippines",5km,landslide,downpour,medium,natural_slope,0,0,,,,,,,,,11/8/2017 19:12,11/20/2017 15:17,2/15/2018 15:51,125.6063053,7.174586159
The Sacramento Bee,http://www.sacbee.com/news/local/article128211109.html,10238,1/22/2017 20:38,unknown,"Jedediah Smith Memorial Trail, Orangevale, CA 95662",exact,rock_fall,rain,small,urban,0,0,,,,,,,,,11/1/2017 19:38,11/20/2017 15:17,2/15/2018 15:51,-121.1921364,38.67697649
The Press Democrat,http://www.pressdemocrat.com/article/20110326/ARTICLES/110329644?p=2&tc=pg,3298,3/25/2011 0:00,,"Old River Road at River Road in Guerneville, CA",1km,landslide,downpour,medium,unknown,0,,,3298,United States,US,California,4534,Guerneville,0.21134,4/1/2014 0:00,11/20/2017 15:17,2/15/2018 15:51,-122.9955,38.5037
Bigsurkate Blog,https://bigsurkate.blog/2016/11/19/mud-slide-on-highway-one-at-capt-cooper/,10124,11/19/2016 15:00,,"Route 1, California",1km,landslide,unknown,small,above_road,0,1,,,,,,,,,7/12/2017 14:00,11/20/2017 15:17,2/15/2018 15:51,-121.81642,36.272728
Kron Channel 4,http://kron4.com/2017/03/01/crow-canyon-road-closed-in-castro-valley-due-to-mudslide/,10177,3/1/2017 20:30,unknown,"10411-11599 Crow Canyon Rd, Castro Valley, CA 94552",exact,mudslide,rain,medium,above_road,0,0,,,,,,,,,10/10/2017 19:30,11/20/2017 15:17,2/15/2018 15:51,-122.025979,37.761358
San Rafael Patch,https://patch.com/california/sanrafael/mudslide-closes-road-greenbrae,10197,2/8/2017 18:52,6:00,"Via la Cumbre, Greenbrae, California, 94904",1km,mudslide,rain,small,above_road,0,0,,,,,,,,,10/23/2017 17:52,11/20/2017 15:17,2/15/2018 15:51,-122.5132598,37.94963871
About Cagayan de Oro,http://aboutcagayandeoro.com/auring-landslides-misamis-oriental/,10114,1/8/2017 18:34,unknown,"Jasaan, Misamis Oriental, Philippines",10km,landslide,downpour,small,above_road,0,0,Tropical Depression Auring,,,,,,,,11/7/2017 18:34,11/20/2017 15:17,2/15/2018 15:51,124.7749346,8.647001607
